Booking ID,Customer ID,Customer Name,Booking Type,Booking Date,Status,Class Type,Instructor,Time Slot,Duration (mins),Price,Facility,Theme,Service Name,Service Type,Customer Email,Customer Phone,Revenue,Month,Monthly Revenue
ddb2acd8-8efe-4909-b82c-9892737ce9a9,3acb5c25-fb64-4aee-afc9-1dce2055e6e0,Customer 42,Facility,2025-06-05,Confirmed,Unknown,Unknown,1900-01-01 16:00:00,120.0,187.17,Play Area,Unknown,Play Area,Facility,customer42@example.com,001-956-5794,22460.399999999998,June,2142664.65
81e65ba6-1d5a-4bfa-926b-27006646c212,2478fbe8-9ca2-4176-8cd5-17a59e33ae8c,Customer 43,Class,2025-06-07,Pending,Art,James Howard,1900-01-01 11:00:00,90.0,261.97,Unknown,Unknown,Art,Class,customer43@example.com,001-441-2127,23577.300000000003,June,2142664.65
4f642c32-8ec2-4c0e-89bf-bb90ca49b501,056b0bb9-4c8d-4ee0-b8d4-bcdd3067a0f4,Customer 44,Birthday Party,2025-05-15,Confirmed,Unknown,Unknown,1900-01-01 10:00:00,45.0,254.36,Play Area,Sports,Play Area,Facility,customer44@example.com,001-215-3495,11446.2,May,2207105.25
a6a83483-2a89-4883-becd-cc5ece59b311,aba1b5ca-21b1-4e2f-8b12-d364bc10a76d,Customer 45,Class,2025-04-24,Pending,Dance,Amanda Davis,1900-01-01 13:00:00,120.0,192.87,Unknown,Unknown,Dance,Class,customer45@example.com,001-669-4365,23144.4,April,2672629.05
b652d836-147f-47c4-bc42-b3ea6ab21dc0,e5799f15-61fa-47cf-9a34-5713405a54cb,Customer 46,Facility,2025-05-08,Confirmed,Unknown,Unknown,1900-01-01 13:00:00,45.0,246.09,Play Area,Unknown,Play Area,Facility,customer46@example.com,001-836-8656,11074.05,May,2207105.25
8d1dcb9c-cc60-4f0f-ba36-3b86410add76,bf91e3d6-b493-4832-ae3a-3a012cdb0a4c,Customer 49,Class,2025-04-01,Pending,Art,Unknown,1900-01-01 11:00:00,90.0,98.11,Unknown,Unknown,Art,Class,customer49@example.com,001-132-3808,8829.9,April,2672629.05
3c391afe-c7c9-430b-9fc0-6030e3b2690b,cab99c6e-623d-4400-95ad-9c0aeeb3b575,Customer 50,Class,2025-04-23,Pending,Art,Lisa Hensley,1900-01-01 09:00:00,45.0,57.54,Unknown,Unknown,Art,Facility,customer50@example.com,001-258-7350,2589.3,April,2672629.05
606f9ef5-5de8-4634-95ef-fe6787030e9c,a8fe6bb8-a2f2-4bfd-8d2a-c9d3e515987b,Customer 53,Facility,2025-05-14,Confirmed,Unknown,Unknown,1900-01-01 09:00:00,45.0,70.18,Party Room,Unknown,Party Room,Facility,customer53@example.com,001-727-2220,3158.1000000000004,May,2207105.25
26156cf1-2557-4e52-ba34-d740f5ac5ba6,a81df128-c8cd-4d46-b41e-2c3857bd3d21,Customer 55,Facility,2025-04-01,Confirmed,Unknown,Unknown,1900-01-01 16:00:00,120.0,257.25,Party Room,Unknown,Party Room,Facility,customer55@example.com,001-334-9674,30870.0,April,2672629.05
c694e1b2-3a80-4cc8-8a95-cc3a0d7b780c,04c8b8d9-2a3a-4ef3-8b67-ec1f58ae6b1e,Customer 56,Facility,2025-05-04,Confirmed,Unknown,Unknown,1900-01-01 17:00:00,90.0,90.65,Play Area,Unknown,Play Area,Facility,customer56@example.com,001-208-3763,8158.500000000001,May,2207105.25
680e8845-dc76-48ca-a38e-2f75a9871e85,5b78c7fd-3d18-4758-8b93-f74d846da291,Customer 58,Facility,2025-06-07,Confirmed,Unknown,Unknown,1900-01-01 12:00:00,90.0,272.82,Play Area,Unknown,Play Area,Birthday Party,customer58@example.com,001-204-3170,24553.8,June,2142664.65
b66ae403-182a-40cb-b9a4-54a34c918769,818203a1-7910-4372-abf3-d9a7aa0edaeb,Customer 59,Class,2025-05-10,Confirmed,Gymnastics,James Howard,1900-01-01 13:00:00,120.0,0.0,Unknown,Unknown,Gymnastics,Birthday Party,customer59@example.com,001-424-2549,0.0,May,2207105.25
b23286f7-ef04-48b3-ac29-b4dd0aa7346f,db9907ee-9516-408b-b63a-c9466c5fd481,Customer 60,Birthday Party,2025-06-13,Confirmed,Unknown,Unknown,1900-01-01 12:00:00,45.0,280.1,Party Room,Superhero,Party Room,Birthday Party,customer60@example.com,001-150-5205,12604.500000000002,June,2142664.65
a27b3485-77fe-46fc-b1fc-2f9b3dfeb39e,2f5356c6-4b92-446c-8326-cf6ae8eb7910,Customer 62,Birthday Party,2025-05-16,Pending,Unknown,Unknown,1900-01-01 17:00:00,120.0,260.1,Party Room,Princess,Party Room,Birthday Party,customer62@example.com,001-920-5897,31212.000000000004,May,2207105.25
6d00397b-3110-4243-936a-2187ed200fea,aac7a646-16cb-4206-a11c-0654d7b79509,Customer 63,Facility,2025-04-25,Pending,Unknown,Unknown,1900-01-01 14:00:00,90.0,52.33,Play Area,Unknown,Play Area,Facility,customer63@example.com,001-738-5791,4709.7,April,2672629.05
73606a19-f235-4f30-92b7-ae011b9c0616,9d3f0caa-37a0-4992-8355-e0526c5a9812,Customer 65,Birthday Party,2025-04-10,Pending,Unknown,Unknown,1900-01-01 13:00:00,90.0,124.08,Play Area,Unknown,Play Area,Class,customer65@example.com,001-722-9931,11167.2,April,2672629.05
5c58b2c9-f40b-4e22-9eed-b6ad90194046,4e90936d-829a-46c6-86b2-f2cfc5287d8d,Customer 66,Facility,2025-06-10,Confirmed,Unknown,Unknown,1900-01-01 16:00:00,45.0,160.77,Play Area,Unknown,Play Area,Facility,customer66@example.com,001-862-2658,7234.650000000001,June,2142664.65
b95ef10b-2a7c-4065-a420-f1061b2ae438,841c3cac-e644-4333-9be1-ee695cfbd420,Customer 68,Class,2025-04-08,Pending,Gymnastics,James Howard,1900-01-01 13:00:00,120.0,170.44,Unknown,Unknown,Gymnastics,Facility,customer68@example.com,001-104-9092,20452.8,April,2672629.05
9ee1b5fb-315f-4bd0-96de-5a5715969c8c,876e915d-b212-42ad-a2e8-64ad05c8af2c,Customer 69,Class,2025-06-03,Pending,Art,Unknown,1900-01-01 14:00:00,120.0,231.64,Unknown,Unknown,Art,Class,customer69@example.com,001-431-9726,27796.8,June,2142664.65
6e419798-289d-40f2-abd1-473a5507a476,735a527f-c90d-45e1-9b49-a593efb887f6,Customer 72,Facility,2025-06-12,Pending,Unknown,Unknown,1900-01-01 11:00:00,45.0,127.86,Play Area,Unknown,Play Area,Facility,customer72@example.com,001-707-2188,5753.7,June,2142664.65
1f674ce7-382a-4d06-a580-c6c38cb182a5,82c7c275-993d-4b89-b6fc-83737334be67,Customer 73,Facility,2025-05-22,Confirmed,Unknown,Unknown,1900-01-01 09:00:00,45.0,299.76,Party Room,Unknown,Party Room,Facility,customer73@example.com,001-498-2269,13489.199999999999,May,2207105.25
f6548f0b-29bc-401d-b874-6e91c894f9de,d96781a9-0b11-4517-b1ac-aa52261f32dc,Customer 74,Class,2025-04-29,Pending,Dance,Amanda Davis,1900-01-01 13:00:00,90.0,243.4,Unknown,Unknown,Dance,Class,customer74@example.com,001-184-3092,21906.0,April,2672629.05
6df01c9e-9d69-4efc-b4ed-305812634fd5,4a948402-a8bb-45a8-ba63-6d13cc4f7bac,Customer 75,Class,2025-05-22,Pending,Art,Lisa Hensley,1900-01-01 15:00:00,90.0,117.62,Unknown,Unknown,Art,Class,customer75@example.com,001-474-4689,10585.800000000001,May,2207105.25
db77ec5e-9745-418e-8d67-a3e55ea57f11,12a024ea-5fe2-418c-a2d5-43fb47e5fc4e,Customer 77,Birthday Party,2025-04-22,Pending,Unknown,Unknown,1900-01-01 09:00:00,120.0,205.89,Party Room,Sports,Party Room,Birthday Party,customer77@example.com,001-247-2029,24706.8,April,2672629.05
449b6a66-39ff-4f71-9536-0b3c51a5073f,29345ac3-47a8-4cb6-a6a5-adf1eec88421,Customer 80,Facility,2025-03-27,Confirmed,Unknown,Unknown,1900-01-01 11:00:00,120.0,36.74,Party Room,Unknown,Party Room,Class,customer80@example.com,001-881-6040,4408.8,March,567941.25
c7e068bc-f66d-4a90-af0b-cc2050dd9f19,009ce218-e747-4541-a1d9-788aa6dc2dce,Customer 81,Class,2025-06-14,Pending,Gymnastics,Unknown,1900-01-01 17:00:00,45.0,213.13,Unknown,Unknown,Gymnastics,Class,customer81@example.com,001-365-7961,9590.85,June,2142664.65
41a83273-79e3-411e-b75c-820fd29eda2b,ac459a33-421d-4026-941e-5e1fc7f74ff3,Customer 82,Birthday Party,2025-06-10,Pending,Unknown,Unknown,1900-01-01 10:00:00,120.0,82.11,Party Room,Sports,Party Room,Birthday Party,customer82@example.com,001-123-5226,9853.2,June,2142664.65
86fb3238-c223-4455-976b-181db3c2a0aa,8ec2cd03-9134-48ba-9389-b65b002fb303,Customer 86,Facility,2025-06-11,Pending,Unknown,Unknown,1900-01-01 10:00:00,120.0,0.0,Play Area,Unknown,Play Area,Class,customer86@example.com,001-158-4655,0.0,June,2142664.65
5649dd47-2eed-47f4-ad87-7ef8821f774c,d37f81e9-6d95-49c8-87eb-18016cfa6fc7,Customer 87,Birthday Party,2025-05-09,Confirmed,Unknown,Unknown,1900-01-01 10:00:00,120.0,47.49,Party Room,Princess,Party Room,Class,customer87@example.com,001-147-6329,5698.8,May,2207105.25
1bc8d4cd-f010-49eb-a6c6-b633471b5fc0,016bfc18-3e91-455c-aefc-94bc32098057,Customer 89,Facility,2025-06-07,Confirmed,Unknown,Unknown,1900-01-01 13:00:00,45.0,125.53,Play Area,Unknown,Play Area,Facility,customer89@example.com,001-105-4893,5648.85,June,2142664.65
8a03c807-776c-488e-b577-e489ab525281,2b84f3e3-884b-4ab5-8eae-12f1b2d02f00,Customer 90,Class,2025-04-15,Confirmed,Dance,Unknown,1900-01-01 14:00:00,120.0,277.9,Unknown,Unknown,Dance,Facility,customer90@example.com,001-604-1226,33348.0,April,2672629.05
1d3feb61-1d71-47d4-8985-aa7bdbed7f6d,f35a2828-f213-478f-97f4-8f04c6c0a856,Customer 91,Facility,2025-06-14,Pending,Unknown,Unknown,1900-01-01 16:00:00,45.0,197.21,Play Area,Unknown,Play Area,Facility,customer91@example.com,001-996-4274,8874.45,June,2142664.65
ab10f95d-6c9a-48de-911c-ba1c44e9a481,57d03fe6-eaed-4cda-ba49-b6b457e9026f,Customer 93,Birthday Party,2025-06-16,Confirmed,Unknown,Unknown,1900-01-01 15:00:00,120.0,239.06,Party Room,Unknown,Party Room,Birthday Party,customer93@example.com,001-348-6396,28687.2,June,2142664.65
01d5ff2b-7b3a-4db4-80a1-3635c73a38de,5ebaaa99-b700-4d62-8521-e8c5beadc0ba,Customer 94,Facility,2025-04-21,Pending,Unknown,Unknown,1900-01-01 17:00:00,90.0,247.36,Play Area,Unknown,Play Area,Birthday Party,customer94@example.com,001-950-1497,22262.4,April,2672629.05
934e95a6-1c52-4077-8ff1-cd3ca1c88b55,005c857c-bced-40b0-b29b-b394a06d17dc,Customer 96,Facility,2025-05-17,Pending,Unknown,Unknown,1900-01-01 12:00:00,90.0,185.46,Play Area,Unknown,Play Area,Facility,customer96@example.com,001-386-5226,16691.4,May,2207105.25
2ea4b963-c860-473a-9b95-7b5805ba8f10,36c33c4c-c233-44e6-bbc7-bbdc549bf712,Customer 97,Class,2025-06-20,Confirmed,Art,Lisa Hensley,1900-01-01 10:00:00,90.0,144.91,Unknown,Unknown,Art,Class,customer97@example.com,001-937-2748,13041.9,June,2142664.65
6b6364cc-5bfe-4152-9e6e-58390fc5384b,1fa6c263-c6a3-4e12-8163-3804ad582de9,Customer 98,Class,2025-06-18,Pending,Art,Lisa Hensley,1900-01-01 15:00:00,45.0,297.06,Unknown,Unknown,Art,Class,customer98@example.com,001-689-5308,13367.7,June,2142664.65
b503a10b-2e2f-4fd9-9782-58669766c6d2,04904f0c-1666-48ba-8fb7-92ffa34a2d3b,Customer 99,Birthday Party,2025-04-08,Pending,Unknown,Unknown,1900-01-01 11:00:00,120.0,190.03,Party Room,Unknown,Party Room,Birthday Party,customer99@example.com,001-873-6205,22803.6,April,2672629.05
f17f3f98-9de3-4e1f-85a4-b4c79f1b4cd6,a3f35d92-e228-4cf7-85e7-6eb2b179b332,Customer 100,Class,2025-04-03,Pending,Gymnastics,Lisa Hensley,1900-01-01 09:00:00,90.0,0.0,Unknown,Unknown,Gymnastics,Class,customer100@example.com,001-353-6639,0.0,April,2672629.05
2d8181cc-9f66-44e4-9fc7-41f4ad4c1dcd,646f7d3e-3cb7-4995-a61f-fec099a04972,Customer 102,Birthday Party,2025-04-06,Pending,Unknown,Unknown,1900-01-01 14:00:00,120.0,286.6,Party Room,Superhero,Party Room,Birthday Party,customer102@example.com,001-634-3565,34392.0,April,2672629.05
3c888ef3-8801-4628-9c46-6a2015c5021e,9b910b87-8e94-4206-99e6-7b21a595f488,Customer 103,Facility,2025-05-14,Pending,Unknown,Unknown,1900-01-01 14:00:00,90.0,213.84,Play Area,Unknown,Play Area,Birthday Party,customer103@example.com,001-620-4754,19245.6,May,2207105.25
549996d2-96c7-4b7d-859a-f981bbb413dc,86f95507-dcea-473d-8b58-986cc3624ef1,Customer 104,Birthday Party,2025-06-13,Pending,Unknown,Unknown,1900-01-01 16:00:00,90.0,80.9,Play Area,Princess,Play Area,Birthday Party,customer104@example.com,001-102-5984,7281.000000000001,June,2142664.65
841b9e8a-a5f8-4ddb-ab4b-0a359e2fc519,572800cc-a6d5-498f-9722-e5b709e62e13,Customer 107,Facility,2025-06-01,Pending,Unknown,Unknown,1900-01-01 09:00:00,120.0,33.89,Play Area,Unknown,Play Area,Facility,customer107@example.com,001-426-7346,4066.8,June,2142664.65
257869ed-b3ec-4e5e-92b9-4994caa6b7a2,da673861-4f09-482d-a378-143d6a8f9606,Customer 108,Class,2025-06-21,Pending,Dance,Amanda Davis,1900-01-01 17:00:00,45.0,121.26,Unknown,Unknown,Dance,Class,customer108@example.com,001-820-8803,5456.7,June,2142664.65
2569875f-3852-4053-98f4-7aa48226628c,e4f185dd-ebfe-4403-840e-f58d363f6ec0,Customer 110,Birthday Party,2025-05-03,Pending,Unknown,Unknown,1900-01-01 16:00:00,120.0,71.98,Play Area,Superhero,Play Area,Birthday Party,customer110@example.com,001-899-4093,8637.6,May,2207105.25
3ec201d5-5ca5-4d3d-91d4-0435d2b23f00,483dbeb7-7a99-4938-aa93-289c38072544,Customer 111,Birthday Party,2025-04-23,Confirmed,Unknown,Unknown,1900-01-01 13:00:00,45.0,19.87,Party Room,Sports,Party Room,Class,customer111@example.com,001-520-7748,894.1500000000001,April,2672629.05
47687f18-8157-47a4-9055-a3bed3ae9112,baee033f-0b9e-4f9f-bc82-0f005bae5d14,Customer 112,Class,2025-05-14,Pending,Art,Lisa Hensley,1900-01-01 13:00:00,90.0,0.0,Unknown,Unknown,Art,Class,customer112@example.com,001-119-6400,0.0,May,2207105.25
f262d6a2-65b6-46dc-86f4-ef78f3befd4f,26295488-486d-479b-8600-4329e5305a4a,Customer 113,Class,2025-04-27,Pending,Art,Amanda Davis,1900-01-01 14:00:00,90.0,69.56,Unknown,Unknown,Art,Class,customer113@example.com,001-841-2806,6260.400000000001,April,2672629.05
3d33e190-1fec-47ff-847e-ab16dd62ff04,a8766679-75c8-4239-87f1-3741c1100310,Customer 114,Class,2025-05-24,Confirmed,Dance,James Howard,1900-01-01 10:00:00,90.0,104.25,Unknown,Unknown,Dance,Class,customer114@example.com,001-122-7383,9382.5,May,2207105.25
d3f21585-d4a8-48fa-9133-65bf4d8a0fe7,43f454b2-569d-476b-a55e-53dfb732a2bb,Customer 116,Facility,2025-06-01,Pending,Unknown,Unknown,1900-01-01 12:00:00,120.0,278.42,Play Area,Unknown,Play Area,Facility,customer116@example.com,001-385-3987,33410.4,June,2142664.65
52d60d00-9c85-4f8e-9b28-4ae9d77e07fa,df29fac0-e83c-4f41-be5f-eb1420156e8c,Customer 118,Facility,2025-04-07,Pending,Unknown,Unknown,1900-01-01 15:00:00,90.0,249.19,Party Room,Unknown,Party Room,Birthday Party,customer118@example.com,001-171-5845,22427.1,April,2672629.05
b38aad12-e989-4b66-94d1-f91440d8f298,098f8be2-189b-4168-80af-415c4e91c1fb,Customer 119,Class,2025-05-21,Confirmed,Dance,Unknown,1900-01-01 16:00:00,120.0,184.39,Unknown,Unknown,Dance,Facility,customer119@example.com,001-986-5562,22126.8,May,2207105.25
fc63e600-3eec-4f6b-8f1e-a3251986c4c7,0260abca-3782-46c0-8a14-e7a6d9ce991b,Customer 120,Birthday Party,2025-06-20,Pending,Unknown,Unknown,1900-01-01 13:00:00,45.0,166.99,Play Area,Superhero,Play Area,Birthday Party,customer120@example.com,001-497-4687,7514.55,June,2142664.65
1fde3941-c3f8-4545-9567-3cb10442fecd,0a5ae4eb-e1f6-46bb-b23f-dcc5fff98e82,Customer 121,Class,2025-05-07,Pending,Gymnastics,Unknown,1900-01-01 09:00:00,45.0,53.49,Unknown,Unknown,Gymnastics,Facility,customer121@example.com,001-894-1227,2407.05,May,2207105.25
02c41a51-9f3a-43c2-b0be-3b3006d39b57,a6db1315-da91-4054-b187-776af3882909,Customer 122,Class,2025-04-04,Confirmed,Dance,Lisa Hensley,1900-01-01 11:00:00,45.0,176.35,Unknown,Unknown,Dance,Birthday Party,customer122@example.com,001-397-5353,7935.75,April,2672629.05
0771263d-55b6-400c-a956-997e23680196,19fe127b-ba93-4952-a22f-d2aa2a4d5a18,Customer 124,Birthday Party,2025-06-05,Pending,Unknown,Unknown,1900-01-01 15:00:00,90.0,244.52,Party Room,Sports,Party Room,Class,customer124@example.com,001-165-5448,22006.8,June,2142664.65
8e46c579-3563-4e5c-a43a-47d6129e84ae,0913efaa-2301-49c8-bddb-5690133d12bd,Customer 125,Birthday Party,2025-06-17,Pending,Unknown,Unknown,1900-01-01 13:00:00,45.0,78.85,Party Room,Superhero,Party Room,Facility,customer125@example.com,001-547-4746,3548.2499999999995,June,2142664.65
5d2735ea-ce3d-45c6-862c-2182514f2961,b311a674-5d64-42d2-b168-ed3a8cc71b93,Customer 126,Class,2025-05-22,Pending,Art,Amanda Davis,1900-01-01 13:00:00,90.0,122.05,Unknown,Unknown,Art,Class,customer126@example.com,001-533-1978,10984.5,May,2207105.25
ccd2cfec-8fe9-457a-9f72-3fcebb49f6de,bdde9c40-000c-42b8-bc21-440ae0860d3b,Customer 127,Class,2025-03-31,Pending,Dance,James Howard,1900-01-01 11:00:00,90.0,87.48,Unknown,Unknown,Dance,Class,customer127@example.com,001-485-2697,7873.200000000001,March,567941.25
fa3ec692-c258-4f3e-a003-7a0c17054e50,6100aefd-3928-47ff-bc15-acef27d21746,Customer 128,Class,2025-05-18,Confirmed,Art,Amanda Davis,1900-01-01 15:00:00,90.0,23.8,Unknown,Unknown,Art,Facility,customer128@example.com,001-707-4588,2142.0,May,2207105.25
ab7b32a1-0c6f-4d0a-954d-ae32eca8b717,ed630142-a952-418d-af1d-6ab42ff4830e,Customer 129,Facility,2025-06-05,Pending,Unknown,Unknown,1900-01-01 17:00:00,120.0,212.28,Party Room,Unknown,Party Room,Facility,customer129@example.com,001-938-7617,25473.6,June,2142664.65
3a46ec6a-9f89-4397-b46d-f3d6558144c2,95969ef2-7620-4155-b218-9cb78a1d7339,Customer 131,Class,2025-05-08,Confirmed,Gymnastics,Lisa Hensley,1900-01-01 12:00:00,120.0,0.0,Unknown,Unknown,Gymnastics,Class,customer131@example.com,001-259-6349,0.0,May,2207105.25
21915451-fce6-437c-8b15-7ee33b3f6431,771c28d8-bc81-4144-871e-84e5d966c7b3,Customer 133,Birthday Party,2025-04-27,Confirmed,Unknown,Unknown,1900-01-01 10:00:00,120.0,131.05,Play Area,Sports,Play Area,Facility,customer133@example.com,001-738-3532,15726.000000000002,April,2672629.05
5a321ec9-4130-4ca6-bf71-052fc7c954b0,7729493d-63fb-4507-9255-80c4ee80e939,Customer 134,Facility,2025-04-15,Pending,Unknown,Unknown,1900-01-01 11:00:00,90.0,0.0,Party Room,Unknown,Party Room,Facility,customer134@example.com,001-364-9296,0.0,April,2672629.05
168a27dc-e865-4a3f-b21c-cee49bd88dcf,008658b8-c29e-480d-b281-1ef6c653e786,Customer 135,Facility,2025-05-21,Pending,Unknown,Unknown,1900-01-01 14:00:00,45.0,120.73,Play Area,Unknown,Play Area,Facility,customer135@example.com,001-557-4681,5432.85,May,2207105.25
